0, 0.325839
0.0391007, 0.325839
0.083089, 0.325839
0.127077, 0.293255
0.171065, 0.325839
0.215054, 0.325839
0.259042, 0.325839
0.30303, 0.325839
0.351906, 0.325839
0.391007, 0.325839
0.439883, 0.325839
0.483871, 0.325839
0.527859, 0.325839
0.571848, 0.325839
0.615836, 0.325839
0.659824, 0.325839
0.703812, 0.325839
0.747801, 0.325839
0.791789, 0.325839
0.840665, 0.325839
0.879765, 0.325839
0.928641, 0.391007
0.97263, 0.423591
1.01662, 0.553926
1.06061, 0.716846
1.10948, 0.977517
1.15347, 1.33594
1.19746, 1.8247
1.24145, 2.41121
1.28543, 3.16064
1.32942, 4.0404
1.37341, 4.98534
1.4174, 6.09319
1.46628, 7.39655
1.51026, 8.73249
1.55425, 10.3943
1.59824, 12.1538
1.64223, 13.6852
1.68622, 14.9234
1.73021, 15.6403
1.77908, 16.1616
1.81818, 16.4875
1.86706, 16.7481
1.91105, 16.9436
1.95015, 17.074
1.99902, 17.1717
2.04301, 17.3021
2.087, 17.3672
2.13099, 17.4324
2.17986, 17.4976
2.21896, 17.5627
2.26784, 17.6279
2.31183, 17.6605
2.35582, 17.6931
2.3998, 17.7256
2.44868, 17.7908
2.48778, 17.7908
2.53666, 17.856
2.58065, 17.8886
2.62463, 17.8886
2.66862, 17.9211
2.71261, 17.9537
2.76149, 17.9537
2.80547, 17.9863
2.84946, 18.0189
2.89345, 18.0189
2.93744, 18.0515
2.98143, 18.0515
3.02542, 18.0841
3.0694, 18.1167
3.11339, 18.1167
3.15738, 18.1167
3.20137, 18.1492
3.25024, 18.1818
3.29423, 18.1818
3.33822, 18.1818
3.38221, 18.2144
3.4262, 18.2144
3.47019, 18.2144
3.51417, 18.247
3.55816, 18.247
3.60215, 18.247
3.64614, 18.247
3.69501, 18.2796
3.739, 18.2796
3.78299, 18.2796
3.82698, 18.3122
3.87097, 18.3122
3.91496, 18.3447
3.95894, 18.3447
4.00293, 18.3447
4.04692, 18.3447
4.09091, 18.3447
4.1349, 18.3773
4.18377, 18.3773
4.22776, 18.3773
4.27175, 18.3773
4.31574, 18.4099
4.35973, 18.3773
4.40371, 18.4099
4.4477, 18.4425
4.49169, 18.4425
4.53568, 18.4425
