0, 0.228087
0.0391007, 0.228087
0.083089, 0.195503
0.127077, 0.195503
0.171065, 0.195503
0.215054, 0.195503
0.259042, 0.228087
0.30303, 0.228087
0.347019, 0.195503
0.391007, 0.228087
0.434995, 0.228087
0.483871, 0.195503
0.527859, 0.195503
0.571848, 0.228087
0.615836, 0.228087
0.659824, 0.228087
0.703812, 0.195503
0.752688, 0.228087
0.791789, 0.228087
0.840665, 0.228087
0.884653, 0.228087
0.928641, 0.260671
0.97263, 0.325839
1.01662, 0.456175
1.06061, 0.619094
1.10459, 0.912349
1.15347, 1.27077
1.19746, 1.69436
1.24145, 2.34604
1.28543, 3.0303
1.32942, 3.91007
1.37341, 4.855
1.4174, 5.93027
1.46139, 7.23363
1.50538, 8.47181
1.55425, 9.38416
1.59824, 10.0358
1.64223, 10.4268
1.68622, 10.7527
1.73021, 10.9808
1.77419, 11.1437
1.81818, 11.274
1.86706, 11.3392
1.90616, 11.437
1.95503, 11.5021
1.99902, 11.5673
2.04301, 11.5999
2.087, 11.6325
2.13099, 11.6976
2.17498, 11.7302
2.22385, 11.7628
2.26784, 11.7954
2.31183, 11.7954
2.35582, 11.828
2.3998, 11.8605
2.44379, 11.8931
2.48778, 11.8931
2.53666, 11.9257
2.58065, 11.9583
2.62463, 11.9583
2.66862, 11.9909
2.71261, 11.9909
2.7566, 12.0235
2.80547, 12.0235
2.84946, 12.0235
2.89345, 12.056
2.93744, 12.056
2.98143, 12.056
3.02542, 12.0886
3.0694, 12.0886
3.11339, 12.0886
3.15738, 12.1212
3.20626, 12.1212
3.24536, 12.1212
3.29423, 12.1212
3.33822, 12.1212
3.38221, 12.1538
3.4262, 12.1538
3.47019, 12.1538
3.51417, 12.1864
3.55816, 12.1864
3.60215, 12.1864
3.64614, 12.1864
3.69013, 12.219
3.739, 12.219
3.78299, 12.219
3.82698, 12.219
3.87097, 12.219
3.91496, 12.219
3.95894, 12.2515
4.00293, 12.2515
4.04692, 12.2515
4.0958, 12.2515
4.13978, 12.2515
4.18377, 12.2515
4.22776, 12.2515
4.27175, 12.2841
4.31574, 12.2841
4.35973, 12.2841
4.40371, 12.2841
4.4477, 12.2841
4.49169, 12.2841
4.53568, 12.2841
