0, 0.488759
0.0391007, 0.456175
0.083089, 0.456175
0.127077, 0.488759
0.171065, 0.456175
0.215054, 0.488759
0.259042, 0.488759
0.307918, 0.488759
0.351906, 0.488759
0.391007, 0.488759
0.439883, 0.488759
0.483871, 0.456175
0.527859, 0.488759
0.576735, 0.488759
0.615836, 0.488759
0.659824, 0.488759
0.7087, 0.488759
0.752688, 0.488759
0.796676, 0.488759
0.840665, 0.488759
0.884653, 0.521342
0.928641, 0.521342
0.97263, 0.58651
1.01662, 0.716846
1.06549, 0.879765
1.10948, 1.14044
1.15347, 1.49886
1.19746, 1.98762
1.24145, 2.60671
1.28543, 3.29097
1.32942, 4.17074
0.909091, 9.48192
0.97263, 10.4594
1.13881, 9.97067
1.50538, 8.99316
1.54936, 10.6224
1.59824, 12.3493
1.64223, 14.2717
1.68622, 16.3245
1.73021, 18.4751
1.77419, 20.7234
1.81818, 22.9717
1.86706, 25.0244
1.91105, 26.3278
1.95503, 27.1424
1.99902, 27.6963
2.04301, 28.0873
2.087, 28.348
2.13099, 28.5761
2.17498, 28.739
2.22385, 28.8693
2.26784, 28.9997
2.31183, 29.13
2.35582, 29.2278
2.3998, 29.3255
2.44379, 29.3907
2.48778, 29.4558
2.53666, 29.521
2.58065, 29.5862
2.62463, 29.6188
2.66862, 29.7165
2.71261, 29.7491
2.7566, 29.7817
2.80547, 29.8143
2.84946, 29.8469
2.89345, 29.912
2.93744, 29.912
2.98143, 29.9772
3.02542, 30.0098
3.0694, 30.0424
3.11339, 30.0749
3.15738, 30.1075
3.20137, 30.1401
3.25024, 30.1401
3.29423, 30.1727
3.33822, 30.2053
3.38221, 30.2053
3.4262, 30.2379
3.47019, 30.2379
3.51417, 30.2704
3.55816, 30.303
3.60215, 30.3356
3.65103, 30.3356
3.69501, 30.3682
3.739, 30.3682
3.78299, 30.4008
3.82698, 30.4008
3.87097, 30.4334
3.91496, 30.4334
3.95894, 30.4334
4.00293, 30.4659
4.04692, 30.4659
4.09091, 30.4985
4.13978, 30.5311
4.17889, 30.5311
4.22287, 30.5311
4.27175, 30.5637
4.31574, 30.5637
4.35973, 30.5963
4.40371, 30.5963
4.4477, 30.5963
4.49169, 30.6289
4.53568, 30.6289
